0.0	0.99999994	
2.5E-6	0.99999994	
5.0E-6	0.99999994	
7.5E-6	0.99999994	
1.0E-5	0.99999994	
1.25E-5	0.99999994	
1.5E-5	0.99999994	
1.75E-5	0.99999994	
2.0E-5	0.99999994	
2.25E-5	0.99999994	
2.5E-5	0.99999994	
2.75E-5	0.99999994	
3.0E-5	0.99999994	
3.25E-5	0.99999994	
3.5E-5	0.99999994	
3.75E-5	0.99999994	
4.0E-5	0.99999994	
4.25E-5	0.99999994	
4.5E-5	0.99999994	
4.75E-5	0.99999994	
5.0E-5	0.99999994	
5.25E-5	0.99999994	
5.5E-5	0.99999994	
5.75E-5	0.99999994	
6.0E-5	0.99999994	
6.25E-5	0.99999994	
6.5E-5	0.99999994	
6.75E-5	0.99999994	
7.0E-5	0.99999994	
7.25E-5	0.99999994	
7.5E-5	0.99999994	
7.75E-5	0.99999994	
8.0E-5	0.99999994	
8.25E-5	0.99999994	
8.5E-5	0.99999994	
8.75E-5	0.99999994	
9.0E-5	0.99999994	
9.25E-5	0.99999994	
9.5E-5	0.99999994	
9.75E-5	0.99999994	
1.0E-4	0.99999994	
1.025E-4	0.99999994	
1.05E-4	0.99999994	
1.075E-4	0.99999994	
1.1E-4	0.99999994	
1.125E-4	0.99999994	
1.15E-4	0.99999994	
1.175E-4	0.99999994	
1.2E-4	0.99999994	
1.225E-4	0.99999994	
1.25E-4	0.99999994	
1.275E-4	0.99999994	
1.3E-4	0.99999994	
1.325E-4	0.99999994	
1.35E-4	0.99999994	
1.375E-4	0.99999994	
1.4E-4	0.99999994	
1.425E-4	0.99999994	
1.45E-4	0.99999994	
1.475E-4	0.99999994	
1.5E-4	0.99999994	
1.525E-4	0.99999994	
1.55E-4	0.99999994	
1.575E-4	0.99999994	
1.6E-4	0.99999994	
1.625E-4	0.99999994	
1.65E-4	0.99999994	
1.675E-4	0.99999994	
1.7E-4	0.99999994	
1.725E-4	0.99999994	
1.75E-4	0.99999994	
1.775E-4	0.99999994	
1.8E-4	0.99999994	
1.825E-4	0.99999994	
1.85E-4	0.99999994	
1.875E-4	0.99999994	
1.9E-4	0.99999994	
1.925E-4	0.99999994	
1.95E-4	0.99999994	
1.975E-4	0.99999994	
2.0E-4	0.99999994	
2.025E-4	0.99999994	
2.05E-4	0.99999994	
2.075E-4	0.99999994	
2.1E-4	0.99999994	
2.125E-4	0.99999994	
2.15E-4	0.99999994	
2.175E-4	0.99999994	
2.2E-4	0.99999994	
2.225E-4	0.99999994	
2.25E-4	0.99999994	
2.275E-4	0.99999994	
2.3E-4	0.99999994	
2.325E-4	0.99999994	
2.35E-4	0.99999994	
2.375E-4	0.99999994	
2.4E-4	0.99999994	
2.425E-4	0.99999994	
2.45E-4	0.99999994	
2.475E-4	0.99999994	
2.5E-4	0.99999994	
2.525E-4	0.99999994	
2.55E-4	0.99999994	
2.575E-4	0.99999994	
2.6E-4	0.99999994	
2.625E-4	0.99999994	
2.65E-4	0.99999994	
2.675E-4	0.99999994	
2.7E-4	0.99999994	
2.725E-4	0.99999994	
2.75E-4	0.99999994	
2.775E-4	0.99999994	
2.8E-4	0.99999994	
2.825E-4	0.99999994	
2.85E-4	0.99999994	
2.875E-4	0.99999994	
2.9E-4	0.99999994	
2.925E-4	0.99999994	
2.95E-4	0.99999994	
2.975E-4	0.99999994	
3.0E-4	0.99999994	
3.025E-4	0.99999994	
3.05E-4	0.99999994	
3.075E-4	0.99999994	
3.1E-4	0.99999994	
3.125E-4	0.99999994	
3.15E-4	0.99999994	
3.175E-4	0.99999994	
3.2E-4	0.99999994	
3.225E-4	0.99999994	
3.25E-4	0.99999994	
3.275E-4	0.99999994	
3.3E-4	0.99999994	
3.325E-4	0.99999994	
3.35E-4	0.99999994	
3.375E-4	0.99999994	
3.4E-4	0.99999994	
3.425E-4	0.99999994	
3.45E-4	0.99999994	
3.475E-4	0.99999994	
3.5E-4	0.99999994	
3.525E-4	0.99999994	
3.55E-4	0.99999994	
3.575E-4	0.99999994	
3.6E-4	0.99999994	
3.625E-4	0.99999994	
3.65E-4	0.99999994	
3.675E-4	0.99999994	
3.7E-4	0.99999994	
3.725E-4	0.99999994	
3.75E-4	0.99999994	
3.775E-4	0.99999994	
3.8E-4	0.99999994	
3.825E-4	0.99999994	
3.85E-4	0.99999994	
3.875E-4	0.99999994	
3.9E-4	0.99999994	
3.925E-4	0.99999994	
3.95E-4	0.99999994	
3.975E-4	0.99999994	
4.0E-4	0.99999994	
4.025E-4	0.99999994	
4.05E-4	0.99999994	
4.075E-4	0.99999994	
4.1E-4	0.99999994	
4.125E-4	0.99999994	
4.15E-4	0.99999994	
4.175E-4	0.99999994	
4.2E-4	0.99999994	
4.225E-4	0.99999994	
4.25E-4	0.99999994	
4.275E-4	0.99999994	
4.3E-4	0.99999994	
4.325E-4	0.99999994	
4.35E-4	0.99999994	
4.375E-4	0.99999994	
4.4E-4	0.99999994	
4.425E-4	0.99999994	
4.45E-4	0.99999994	
4.475E-4	0.99999994	
4.5E-4	0.99999994	
4.525E-4	0.99999994	
4.55E-4	0.99999994	
4.575E-4	0.99999994	
4.6E-4	0.99999994	
4.625E-4	0.99999994	
4.65E-4	0.99999994	
4.675E-4	0.99999994	
4.7E-4	0.99999994	
4.725E-4	0.99999994	
4.75E-4	0.99999994	
4.775E-4	0.99999994	
4.8E-4	0.99999994	
4.825E-4	0.99999994	
4.85E-4	0.99999994	
4.875E-4	0.99999994	
4.9E-4	0.99999994	
4.925E-4	0.99999994	
4.95E-4	0.99999994	
4.975E-4	0.99999994	
5.0E-4	0.99999994	
5.025E-4	0.99999994	
5.05E-4	0.99999994	
5.075E-4	0.99999994	
5.1E-4	0.99999994	
5.125E-4	0.99999994	
5.15E-4	0.99999994	
5.175E-4	0.99999994	
5.2E-4	0.99999994	
5.225E-4	0.99999994	
5.25E-4	0.99999994	
5.275E-4	0.99999994	
5.3E-4	0.99999994	
5.325E-4	0.99999994	
5.35E-4	0.99999994	
5.375E-4	0.99999994	
5.4E-4	0.99999994	
5.425E-4	0.99999994	
5.45E-4	0.99999994	
5.475E-4	0.99999994	
5.5E-4	0.99999994	
5.525E-4	0.99999994	
5.55E-4	0.99999994	
5.575E-4	0.99999994	
5.6E-4	0.99999994	
5.625E-4	0.99999994	
5.65E-4	0.99999994	
5.675E-4	0.99999994	
5.7E-4	0.99999994	
5.725E-4	0.99999994	
5.75E-4	0.99999994	
5.775E-4	0.99999994	
5.8E-4	0.99999994	
5.825E-4	0.99999994	
5.85E-4	0.99999994	
5.875E-4	0.99999994	
5.9E-4	0.99999994	
5.925E-4	0.99999994	
5.95E-4	0.99999994	
5.975E-4	0.99999994	
6.0E-4	0.99999994	
6.025E-4	0.99999994	
6.05E-4	0.99999994	
6.075E-4	0.99999994	
6.1E-4	0.99999994	
6.125E-4	0.99999994	
6.15E-4	0.99999994	
6.175E-4	0.99999994	
6.2E-4	0.99999994	
6.225E-4	0.99999994	
6.25E-4	0.99999994	
6.275E-4	0.99999994	
6.3E-4	0.99999994	
6.325E-4	0.99999994	
6.35E-4	0.99999994	
6.375E-4	0.99999994	
6.4E-4	0.99999994	
6.425E-4	0.99999994	
6.45E-4	0.99999994	
6.475E-4	0.99999994	
6.5E-4	0.99999994	
6.525E-4	0.99999994	
6.55E-4	0.99999994	
6.575E-4	0.99999994	
6.6E-4	0.99999994	
6.625E-4	0.99999994	
6.65E-4	0.99999994	
6.675E-4	0.99999994	
6.7E-4	0.99999994	
6.725E-4	0.99999994	
6.75E-4	0.99999994	
6.775E-4	0.99999994	
6.8E-4	0.99999994	
6.825E-4	0.99999994	
6.85E-4	0.99999994	
6.875E-4	0.99999994	
6.9E-4	0.99999994	
6.925E-4	0.99999994	
6.95E-4	0.99999994	
6.975E-4	0.99999994	
7.0E-4	0.99999994	
7.025E-4	0.99999994	
7.05E-4	0.99999994	
7.075E-4	0.99999994	
7.1E-4	0.99999994	
7.125E-4	0.99999994	
7.15E-4	0.99999994	
7.175E-4	0.99999994	
7.2E-4	0.99999994	
7.225E-4	0.99999994	
7.25E-4	0.99999994	
7.275E-4	0.99999994	
7.3E-4	0.99999994	
7.325E-4	0.99999994	
7.35E-4	0.99999994	
7.375E-4	0.99999994	
7.4E-4	0.99999994	
7.425E-4	0.99999994	
7.45E-4	0.99999994	
7.475E-4	0.99999994	
7.5E-4	0.99999994	
7.525E-4	0.99999994	
7.55E-4	0.99999994	
7.575E-4	0.99999994	
7.6E-4	0.99999994	
7.625E-4	0.99999994	
